CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
670,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,Unknown,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,300,60.0,NUCOFFEE,2012-01-01,2012-03-16,Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,0.0,0,0.0,Blue-Green,4,2013-03-16,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250.0,1250.0,1250.0
671,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-0582,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70.0,Almacafé,2012-01-01,2012-03-05,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,0.11,1,0.0,Green,3,2013-03-05,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
672,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2135402,cqi,Unknown,kona,Unknown,7,45.3592,Specialty Coffee Association,2012-01-01,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,0.12,2,0.0,Green,3,2013-02-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
673,Arabica,adam kline,Guatemala,Unknown,Unknown,Unknown,11/0052/0538,Unknown,1600,huehuetenango,Unknown,245,1,Specialty Coffee Association,,2010-07-23,Adam Kline,Unknown,Unknown,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5,0.01,1,0.0,Unknown,14,2011-07-23,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1600.0,1600.0,1600.0
674,Arabica,brian beck,Honduras,carrillo cooperativa,Zona: los imposibles,cohorsil,Unknown,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2.0,Specialty Coffee Association,2017-01-01,2017-09-27,Brian Beck,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,0.12,0,1.0,Green,6,2018-09-27,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500.0,1500.0,1500.0
675,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017-01-01,2017-09-08,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0.1,0,1.0,Green,2,2018-09-08,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0
676,Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0366,beneficio ixchel,11/23/0366,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69.0,Asociacion Nacional Del Café,2016-01-01,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,0.12,0,0.0,Green,0,2018-06-01,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0
677,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0400,beneficio ixchel,11/23/0400,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,20,69.0,Asociacion Nacional Del Café,2017-01-01,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Green,0,2018-06-01,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,157.8864,157.8864,157.8864
678,Arabica,juan luis alvarado romero,Guatemala,providencia,11/43367/12,beneficio 2000,11/43367/12,asociación nacional del café - anacafe -,Unknown,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",275,69.0,Asociacion Nacional Del Café,2017-01-01,2017-01-20,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,0.11,0,2.0,Green,3,2018-01-20,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
679,Arabica,racafe & cia s.c.a,Colombia,Unknown,3-37-4434,bachue,3-37-4434,racafe & cia s.c.a,1600,guayata,Unknown,43,70.0,Almacafé,2016-01-01,2016-08-05,Racafe & Cia S.C.A,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,0.11,0,0.0,Green,1,2017-08-05,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1600.0,1600.0
680,Arabica,yunnan coffee exchange,China,menglian gao sanlin coffee factory,YNC-16047,menglian gao sanlin coffee factory,Unknown,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,3,60.0,Yunnan Coffee Exchange,2015-01-01,2016-04-06,Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,0.1,0,0.0,Green,0,2017-04-06,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1600.0,1600.0,1600.0
681,Arabica,bourbon specialty coffees,Brazil,Unknown,43102245 - P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,Unknown,campos altos - cerrado,Unknown,300,60.0,Brazil Specialty Coffee Association,2016-01-01,2016-01-12,BOURBON SPECIALTY COFFEES,Unknown,Unknown,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,82.42,0.11,0,1.0,Green,0,2017-01-11,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
682,Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",nguruma,Unknown,Unknown,GOP,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,10,60.0,Africa Fine Coffee Association,,2015-11-16,Gladness Obed Pallangyo,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,0,0.0,Green,7,2016-11-15,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,2285.0,2285.0,2285.0
683,Arabica,ipanema coffees,Brazil,rio verde,Unknown,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,,2015-10-08,Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,0.0,0,0.0,Green,0,2016-10-07,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1.0,1.0,1.0
684,Arabica,the coffee source inc.,Guatemala,several,Unknown,ixchel,11-023-0024,the coffee source inc.,1400 mts,atitlan,UNEX,250,1.0,Specialty Coffee Association of Costa Rica,2013-01-01,2014-12-18,The Coffee Source Inc.,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0.1,0,0.0,Green,0,2015-12-18,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1400.0,1400.0,1400.0
685,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,Unknown,la yerba,703805790,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,10,1.0,AMECAFE,2014-01-01,2014-08-14,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,0.11,0,0.0,Green,0,2015-08-14,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1296.0,1296.0,1296.0
686,Arabica,nucoffee,Brazil,fazenda serra negra,Unknown,Unknown,002/1251/0228,nucoffee,1000m,south of minas,Betina Vilela Reis,39,60.0,NUCOFFEE,2012-01-01,2014-05-08,NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Blue-Green,1,2015-05-08,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0
687,Arabica,dane loraas,Peru,Unknown,Unknown,Unknown,030-0595-0128,sustainable harvest,huanuco,peru,Unknown,320,2.26796,Specialty Coffee Association,2013-01-01,2014-01-21,Dane Loraas,Unknown,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,0.0,0,0.0,Green,3,2015-01-21,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
688,Arabica,ipanema coffees,Brazil,fazenda rio verde,Unknown,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,220,60.0,Specialty Coffee Association,,2013-12-30,Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,0.0,0,0.0,Green,0,2014-12-30,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1260.0,1260.0,1260.0
689,Arabica,manuel herrera juarez,Mexico,finca los barreales,Unknown,finca los barreales,0,Unknown,1170,veracruz,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2013-01-01,2013-12-12,MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,0.12,0,0.0,Green,0,2014-12-12,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170.0,1170.0,1170.0
690,Arabica,brent hall,Honduras,Unknown,Unknown,Unknown,3,s&d coffee and tea,Unknown,Unknown,Unknown,1,2.0,Specialty Coffee Association,2012-01-01,2013-12-10,Brent Hall,Unknown,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42,0.09,0,0.0,None,2,2014-12-10,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
691,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-2044,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Unknown,250,70.0,Almacafé,2013-01-01,2013-05-31,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.11,0,0.0,Green,9,2014-05-31,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
692,Arabica,nestor mendez gomez,Mexico,cipresal,Unknown,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1560,chiapas,EMPERATRIZ GARCIA MUÑOZ,49,1.0,AMECAFE,2013-01-01,2013-03-29,NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Green,5,2014-03-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1560.0,1560.0,1560.0
693,Arabica,jesus salazar velasco,Mexico,pante san pedro,Unknown,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1400,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,20,1.0,AMECAFE,2012-01-01,2012-09-11,JESUS SALAZAR VELASCO,Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.13,0,0.0,Green,2,2013-09-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0
694,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",Unknown,"cafetal el equimite, rancho agroecológico",0,Unknown,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1.0,AMECAFE,2012-01-01,2012-09-10,"El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.14,0,0.0,Green,9,2013-09-10,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0
695,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,Unknown,"los barreales, teocelo, veracruz",0,finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2012-01-01,2012-08-31,MANUEL HERRERA JUAREZ,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,0.13,0,0.0,Green,1,2013-08-31,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170.0,1170.0,1170.0
696,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,Unknown,corral del diablo lote 1,3252,Unknown,1300,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,74,1.0,AMECAFE,2012-01-01,2012-07-25,DARIO CESAR GALEANA SANCHEZ,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.11,0,0.0,Green,0,2013-07-25,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0
697,Arabica,jose daniel cobilt castro,Mexico,cañada fria,Unknown,huatusco,1104558673,Unknown,1350,veracruz,JOSE DANIEL COBILT CASTRO,26,1.0,AMECAFE,2012-01-01,2012-07-11,JOSE DANIEL COBILT CASTRO,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.14,0,0.0,Green,6,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1350.0,1350.0,1350.0
698,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,Unknown,xicotepec de juarez,"120706171, 1207106169",Unknown,1150,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,1.0,AMECAFE,2012-01-01,2012-07-03,ALVARO QUIROS PEREZ,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.11,0,0.0,Green,0,2013-07-03,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1150.0,1150.0,1150.0
699,Arabica,olivia hernandez virves,Mexico,santa rosa,Unknown,Unknown,125464,Unknown,1250,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,1,1.0,AMECAFE,2012-01-01,2012-06-06,OLIVIA HERNANDEZ VIRVES,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,82.42,0.13,0,0.0,Unknown,4,2013-06-06,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
700,Arabica,finca las nieves,Mexico,fln mirador,Unknown,finca las nieves,1,finca las nieves,1450,fln mirador,ROBIN CLEAVER,10,1.0,AMECAFE,2012-01-01,2012-04-09,FINCA LAS NIEVES,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,0.12,0,0.0,Bluish-Green,0,2013-04-09,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450.0,1450.0,1450.0
701,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,Unknown,3-59-0782,carcafe ltda,442 msnm,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,250,70.0,Almacafé,2012-01-01,2012-01-31,CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,82.42,0.0,0,0.0,Unknown,2,2013-01-30,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0
702,Arabica,nucoffee,Brazil,santa mariana,Unknown,Unknown,002/1251/185,nucoffee,Unknown,south of minas,Glycia Maria,51,60.0,NUCOFFEE,2012-01-01,2012-01-23,NUCOFFEE,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.11,0,0.0,Blue-Green,2,2013-01-22,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,Unknown,Unknown,Unknown
703,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0066,exportadora de cafe condor s.a,1750,huila,Unknown,250,70.0,Almacafé,2011-01-01,2011-12-22,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,0.0,0,0.0,Green,2,2012-12-21,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
704,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0262,Unknown,1750 m.s.n.m,huila,Unknown,0,70.0,Almacafé,2011-03-01,2011-09-22,Exportadora de Cafe Condor S.A,Unknown,Unknown,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0.02,0,0.0,Unknown,1,2012-09-21,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
705,Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1396,comayagua,Reinerio Zepeda,275,69.0,Instituto Hondureño del Café,2017-01-01,2017-04-06,Bismarck Castro,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0.1,0,1.0,Green,8,2018-04-06,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1396.0,1396.0,1396.0
706,Arabica,pedro santos e silva,Brazil,fazenda são pedro,0063/17,alfenas,Unknown,olam,982,cerrado,Tulio Taft Bovaretto,320,2.0,Brazil Specialty Coffee Association,2016-01-01,2017-02-09,Pedro Santos e Silva,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,0.11,0,3.0,Green,11,2018-02-09,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,982.0,982.0,982.0
707,Arabica,gabriel barbara,Brazil,Unknown,2016/0001,copag,02 / 143-0 / 0044,volcafe ltda.,Unknown,cerrado,Unknown,305,59.0,Brazil Specialty Coffee Association,,2016-10-13,Gabriel Barbara,Unknown,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,0.11,0,4.0,Green,14,2017-10-13,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
708,Arabica,ipanema coffees,Brazil,capoeirinha,008/16B,dry mill,002/1660/0106,ipanema coffees,934,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2016-01-01,2016-08-16,Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,0.11,0,2.0,Bluish-Green,3,2017-08-16,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934.0,934.0,934.0
709,Arabica,"ceca, s.a.",Costa Rica,gamboa,8270,beneficio montañas del diamante,5-025-0294,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,100,69.0,Specialty Coffee Association of Costa Rica,2015-01-01,2016-07-15,"CECA, S.A.",Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,6,1.0,Bluish-Green,3,2017-07-15,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0
710,Arabica,rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,5/423/0127,panamerican coffee trading,1550,tarrazu,Johanna,130,69.0,Specialty Coffee Association of Costa Rica,2015-01-01,2016-05-17,Rodrigo Soto,Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,2.0,Green,0,2017-05-17,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1550.0,1550.0,1550.0
711,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,YNC-16053,yun lan coffee co. ltd mill,Unknown,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,3,60.0,Yunnan Coffee Exchange,2015-01-01,2016-04-05,Yunnan Coffee Exchange,Catimor,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0.12,0,6.0,Green,2,2017-04-05,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1580.0,1580.0,1580.0
712,Arabica,ipanema coffees,Brazil,rio verde,Unknown,ipanema coffees,002/1660/0107,ipanema coffees,1268,south of minas,Ipanema Agrícola SA,12,2.0,Specialty Coffee Association,,2015-10-08,Ipanema Coffees,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0.07,0,0.0,Green,0,2016-10-07,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1268.0,1268.0,1268.0
713,Arabica,bourbon specialty coffees,Brazil,Unknown,Unknown,Unknown,002/4542/0478,bourbon specialty coffees,Unknown,chapadão de ferro (cerrado mineiro),Unknown,300,60.0,Brazil Specialty Coffee Association,2015-01-01,2015-04-20,BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,0.11,0,0.0,Green,10,2016-04-19,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,Unknown,Unknown,Unknown
714,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,Unknown,beneficio exportacafe agua santa,11-52-349,exportcafe,5500 metros,huehuetenango,AMANCIO DEL VALLE CARRILLO,275,69.0,Asociacion Nacional Del Café,2015-01-01,2015-03-10,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0.1,0,0.0,Green,6,2016-03-09,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1676.4,1676.4,1676.4
715,Arabica,afca,Malawi,utchisi mountain,Unknown,mzuzu coffee coop union,C22,mzuzu coffee planters coop union,1450 m,mzuzu,Mzuzu Coffee Planters Coop Union,10,60.0,Africa Fine Coffee Association,2014-01-01,2014-11-04,AFCA,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,0,0.0,Green,0,2015-11-04,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1450.0,1450.0,1450.0
